Question,Answer
Những sự kiện lịch sử quan trọng nào đã diễn ra tại Đền vua Lê?,"Tại đây đầu năm 1936, đồng chí Hoàng Đình Giong đã chỉ thị thành lập Đoàn Thanh niên phản đế; năm 1944, đền là nơi họp hội nghị Liên tỉnh Cao - Bắc - Lạng; tháng 9/1945, đền là nơi tập trung tiễn đưa quân đi Nam tiến…"
Đền Kỳ Sầm được xây dựng từ khi nào?,Đền Kỳ Sầm được dựng từ năm 1053.
Đền Kỳ Sầm thờ ai?,Đền Kỳ Sầm thờ Nùng Trí Cao.
Đền Kỳ Sầm tọa lạc tại vị trí nào?,"Đền Kỳ Sầm ngự ngay chân núi Khau Sầm, thuộc Bản Ngần, xã Vĩnh Quang (Thành phố)."
Đền Kỳ Sầm đạt di tích lịch sử cấp quốc gia năm nào?,Đền Kỳ Sầm được xếp hạng Di tích lịch sử văn hóa cấp Quốc gia năm 1993.
Đền Hoàng Lục có tên gọi khác là gì?,Đền Hoàng Lục còn gọi là đền Lũng Đính.
Đền Hoàng Lục thờ ai?,Đền Hoàng Lục thờ An Biên tướng quân Hoàng Lục.
Đền Hoàng Lục đạt di tích lịch sử cấp tỉnh năm nào?,Đền Hoàng Lục được xếp hạng Di tích lịch sử cấp tỉnh năm 2004.
Đền vua Lê đạt di tích lịch sử cấp quốc gia năm nào?,Đền vua Lê được xếp hạng Di tích lịch sử văn hóa cấp Quốc gia năm 1995.
Đền Quan Triều thờ ai?,Đền Quan Triều thờ danh tướng Dương Tự Minh.
Đền Quan Triều tọa lạc tại vị trí nào?,"Đền Quan Triều (đối diện chùa Viên Minh), thuộc xã Xuân Lĩnh, châu Thạch Lâm (nay là làng Đà Quận, xã Hưng Đạo, Thành phố)."
Đền Quan Triều đạt di tích lịch sử cấp tỉnh năm nào?,Đền Quan Triều được xếp hạng Di tích lịch sử văn hóa cấp tỉnh năm 2008.
Đền Dẻ Đoóng có tên gọi khác là gì?,Đền Dẻ Đoóng còn gọi là đền Giang Động.
Đền Dẻ Đoóng đạt di tích lịch sử cấp tỉnh năm nào?,Đền Dẻ Đoóng được xếp hạng Di tích lịch sử văn hóa cấp tỉnh năm 2008.
Chùa Đống Lân thờ ai?,"Chùa Đống Lân thờ hai anh em Trần Quý, Trần Kiên."
Chùa Đống Lân tọa lạc tại vị trí nào?,"Chùa Đống Lân thuộc xã Vu Thủy, châu Thạch Lâm (nay là xã Hưng Đạo, Thành phố)."
Chùa Đống Lân đạt di tích lịch sử cấp tỉnh năm nào?,Chùa Đống Lân được xếp hạng Di tích lịch sử văn hóa cấp tỉnh năm 1997.
Chùa Viên Minh tọa lạc tại vị trí nào?,"Chùa Viên Minh, làng Đà Quận, xã Hưng Đạo (Thành phố)."
Chùa Viên Minh được xây dựng từ khi nào?,Chùa Viên Minh được xây dựng từ thời nhà Lý.
Chùa Viên Minh đạt di tích lịch sử cấp tỉnh năm nào?,Chùa Viên Minh được xếp hạng Di tích lịch sử văn hóa cấp tỉnh năm 2008.
Chùa Phố Cũ thờ ai?,"Chùa Phố Cũ thờ đức Thánh Trần (Trần Hưng Đạo Đại Vương), Quan Vân Trường."
Chùa Phố Cũ tọa lạc tại vị trí nào?,"Chùa Phố Cũ, phường Hợp Giang (Thành phố)."
Chùa Phố Cũ được xây dựng từ khi nào?,Chùa Phố Cũ được xây dựng từ thời nhà Nguyễn.
Chùa Phố Cũ đạt di tích lịch sử cấp tỉnh năm nào?,Chùa Phố Cũ được xếp hạng Di tích lịch sử văn hóa cấp tỉnh năm 2002.
Chùa Sùng Phúc được xây dựng từ khi nào?,Chùa Sùng Phúc được xây dựng từ thời vua Trần Nhân Tông thế kỷ XIII.
Chùa Sùng Phúc thờ ai?,"Chùa Sùng Phúc thờ Quan Âm Bồ tát ở hậu cung, bên ngoài thờ Thiên vương đại thần, bên trái chùa thờ Thành hoàng Nguyễn Thành Vương."
Chùa Sùng Phúc tọa lạc tại vị trí nào?,"Chùa Sùng Phúc, thuộc làng Huyền Ru, thị trấn Thanh Nhật (Hạ Lang)."
Chùa Sùng Phúc đạt di tích lịch sử cấp quốc gia năm nào?,Chùa Sùng Phúc được xếp hạng Di tích lịch sử văn hóa cấp Quốc gia năm 1993.
Chùa Vân An tọa lạc tại vị trí nào?,"Chùa Vân An, tọa lạc tại chân núi Vân Trung thuộc xóm Nà Chùa, xã Hồng Trị, thị trấn Bảo Lạc (Bảo Lạc)."
Chùa Vân An đạt di tích lịch sử cấp tỉnh năm nào?,Chùa Vân An được xếp hạng Di tích lịch sử văn hóa cấp tỉnh năm 2006.
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,"Đền Kỳ Sầm, Đền vua Lê, Chùa Sùng Phúc."
Những ngôi chùa nào đạt di tích lịch sử cấp tỉnh?,"Đền Hoàng Lục, Đền Quan Triều, Đền Dẻ Đoóng, Chùa Đống Lân, Chùa Viên Minh, Chùa Phố Cũ, Chùa Vân An."
Những ngôi chùa nào thờ đức thánh Trần?,Chùa Phố Cũ thờ đức Thánh Trần (Trần Hưng Đạo Đại Vương).
Chùa Bình Lâm tọa lạc tại vị trí nào?,"Chùa Bình Lâm nằm ở xã Phú Linh, huyện Vị Xuyên, Hà Giang."
"Chùa Bình Lâm có những bảo vật, hiện vật quý giá nào?","Chùa Bình Lâm lưu giữ bảo vật Quốc gia, đó là quả chuông thời Trần, cao 103 cm, đường kính miệng 65 cm."
"Chi tiết về các bảo vật, hiện vật?","Quả chuông thời Trần ở chùa Bình Lâm cao 103 cm, đường kính miệng 65 cm. Phần quai được cấu tạo bởi hai hình rồng, trên chuông có khắc chữ Hán. Quả đại hồng chung làm bằng đồng nguyên khối với kích thước lớn, có những họa tiết trang trí hài hòa, chạm khắc tinh xảo, mang đậm dấu ấn nghệ thuật trang trí thời Trần."
Chùa Bình Lâm có kiến trúc gì đặc biệt?,"Chùa Bình Lâm sở hữu lối thiết kế cổ xưa, toát lên vẻ đẹp huyền bí. Mái ngói âm dương đậm màu thời gian, yên bình và tĩnh tại. Ngôi chùa sử dụng các loại gỗ quý như sa mộc để tăng độ bền vững theo thời gian, đồng thời mang lại vẻ đẹp sang trọng, cổ kính."
Chùa Bình Lâm được xây dựng từ vật liệu nào?,Chùa Bình Lâm sử dụng các loại gỗ quý như sa mộc.
Chùa Sùng Khánh tọa lạc tại vị trí nào?,"Chùa Sùng Khánh nằm ở thôn Làng Nùng, xã Đạo Đức, huyện Vị Xuyên, Hà Giang."
Chùa Sùng Khánh được xây dựng từ khi nào?,Chùa Sùng Khánh được xây dựng từ những năm 1356.
Chùa Sùng Khánh xây dựng vào thời đại nào?,Chùa Sùng Khánh được xây dựng vào thời Trần.
"Chùa Sùng Khánh có những bảo vật, hiện vật quý giá nào?",Chùa Sùng Khánh lưu giữ bảo vật Quốc gia là Bia đá thời Trần và quả chuông được đúc thời Hậu Lê (1705).
Chùa Sùng Khánh tổ chức lễ hội vào ngày nào?,"Vào ngày 15 tháng Giêng âm lịch hàng năm, chùa sẽ tổ chức Lễ hội Lồng Tồng của dân tộc Tày."
Chùa Sùng Khánh đã qua bao nhiêu lần tu sửa?,Chùa Sùng Khánh trải qua nhiều lần trùng tu.
Chi tiết về các lần tu sửa?,"Đến 1989, chùa được xây dựng lại trên nền chùa cũ."
"Chi tiết về các bảo vật, hiện vật?","Chùa Sùng Khánh lưu giữ Bia đá thời Trần và quả chuông được đúc thời Hậu Lê (1705). Tấm bia đá được dựng dưới thời vua Trần Dụ Tông, tức năm 1367."
Chùa Sùng Khánh có ảnh hưởng như thế nào đến cộng đồng địa phương?,Ngày nay chùa Sùng Khánh có vai trò văn hóa tâm linh quan trọng trong vùng.
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,Chùa Sùng Khánh được công nhận là Di tích lịch sử cấp Quốc gia.
Những ngôi chùa nào đạt di tích lịch sử cấp tỉnh?,"Năm 1993, Chùa Sùng Khánh được xếp hạng di tích lịch sử."
Chi tiết về lễ hội chùa Sùng Khánh?,"Vào ngày 15 tháng Giêng âm lịch hàng năm, chùa sẽ tổ chức Lễ hội Lồng Tồng của dân tộc Tày nhằm tạ ơn trời đất và các vị thần, cầu cho một năm mới mưa thuận gió hòa, cuộc sống yên lành, no ấm."
Đền Mẫu Hà Giang được xây dựng từ khi nào?,Đền Mẫu Hà Giang được xây dựng từ năm 1889.
Đền Mẫu Hà Giang có bao nhiêu năm tuổi?,"Ngày nay, Đền Mẫu đã hơn 100 năm tuổi."
Đền Mẫu Hà Giang thờ ai?,Đền Mẫu Hà Giang thờ Đức Thánh Mẫu Thiên Tiên (tức Mẫu Thượng Ngàn Công Chúa Liễu Hạnh) và Đức Thánh Trần Hưng Đạo Đại Vương Trần Quốc Tuấn.
Đền Mẫu Hà Giang tọa lạc tại vị trí nào?,"Đền Mẫu Hà Giang nằm tựa vào lưng núi Cấm, mặt hướng về sông Lô."
"Đền Mẫu Hà Giang có những bảo vật, hiện vật quý giá nào?","Ngôi đền cũng là nơi lưu trữ nhiều hiện vật nghệ thuật, kiến trúc quý báu."
Đền Mẫu Hà Giang tổ chức lễ hội vào ngày nào?,"Đặc biệt vào 13/3 âm lịch hàng năm, lễ Chúa Sơn vào 27/7 và lễ Phật Đản, ngôi đền này có rất nhiều du khách trong và ngoài nước viếng thăm."
Đền Mẫu Hà Giang còn được gọi là gì?,Đền Mẫu Hà Giang còn được gọi là Cấm Sơn Linh Từ.
Đền Quan Hoàng tọa lạc tại vị trí nào?,"Đền Quan Hoàng nằm ở thôn Đồng Lực, thị trấn Đồng Văn, huyện Đồng Văn, Hà Giang."
Đền Quan Hoàng được xây dựng từ khi nào?,Đền Quan Hoàng được xây dựng vào cuối thế kỷ 18.
Đền Quan Hoàng thờ ai?,Đền Quan Hoàng thờ ông Công Hoàng - một vị anh hùng người Lô Lô.
Những ngôi chùa nào đạt di tích lịch sử cấp tỉnh?,Đền Quan Hoàng được công nhận là Di tích cấp tỉnh năm 2013.
Đền Quan Hoàng tổ chức lễ hội vào ngày nào?,"Vào ngày Ngọ tháng 2 âm lịch hàng năm, bà con đến đền rất đông để cầu con cái, cầu tài lộc."
Những câu chuyện nào liên quan tới vị Đức thánh Tản Viên?,Không có thông tin về Đức thánh Tản Viên trong đoạn văn.
Vị Đức thánh Tản Viên được mô tả như thế nào?,Không có thông tin về Đức thánh Tản Viên trong đoạn văn.
Đền Quan Hoàng có ảnh hưởng như thế nào đến cộng đồng địa phương?,Ngôi đền này là điểm đến tâm linh Hà Giang rất thiêng mà người bản địa vô cùng tin tưởng.
Chùa Linh Sơn được xây dựng từ khi nào?,Chùa Linh Sơn được đặt đá khởi công xây dựng từ năm 2019.
Chùa Linh Sơn có kiến trúc gì đặc biệt?,"Chùa Linh Sơn với kiến trúc chữ công chồng diêm mái đao, kết cấu bằng gỗ cổ kính với kiến trúc đặc trưng văn hóa chùa miền Bắc."
Chùa Linh Sơn tọa lạc tại vị trí nào?,Chùa Linh Sơn tọa lạc tại tỉnh Lai Châu.
Chùa Linh Sơn thờ ai?,Đoạn văn không đề cập đến việc chùa Linh Sơn thờ ai.
Chùa Linh Sơn được xây dựng từ vật liệu nào?,Chùa Linh Sơn được xây dựng với kết cấu bằng gỗ cổ kính.
"Chùa Linh Sơn có những gian, tòa nào?",Chùa Linh Sơn có ngôi Tam bảo và đại hùng bảo điện.
Ai là người trụ trì chùa Linh Sơn?,Hòa thượng Thích Thanh Nhiễu là trụ trì chùa Linh Sơn.
Chùa Linh Sơn có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Chùa Linh Sơn là trung tâm văn hóa tâm linh của Phật giáo tỉnh Lai Châu, nơi tổ chức các nghi lễ tâm linh, giao lưu văn hóa giữa đồng bào các dân tộc vùng núi Tây Bắc."
Chùa Linh Ứng tọa lạc tại vị trí nào?,"Chùa Linh Ứng tọa lạc tại bản Lao Tỷ Phùng, xã Nùng Nàng, huyện Tam Đường, cách trung tâm thành phố Lai Châu khoảng 4km."
Diện tích của chùa Linh Ứng là bao nhiêu?,Diện tích của chùa Linh Ứng là 5ha.
"Chùa Linh Ứng có những gian, tòa nào?","Chùa Linh Ứng có Cổng Tam quan, nhà Mẫu, nhà Tổ, nhà Tăng, giảng đường và Tam bảo."
Đền thờ vua Lê Lợi tọa lạc tại vị trí nào?,"Đền thờ vua Lê Lợi tọa lạc tại xã Lê Lợi, huyện Nậm Nhùn, tỉnh Lai Châu."
"Đền thờ vua Lê Lợi có những bảo vật, hiện vật quý giá nào?",Đền thờ vua Lê Lợi lưu giữ bảo vật Quốc gia Bia vua Lê Thái Tổ - Bia cổ hoài lai.
"Chi tiết về các bảo vật, hiện vật?","Bảo vật Quốc gia Bia vua Lê Thái Tổ - Bia cổ hoài lai được Thủ tướng Chính phủ công nhận đợt 5 năm 2016 tại Quyết định số 2496/QĐ-TTg ngày 22/12/2016 của Thủ tướng Chính phủ. Năm 2009 văn bia đã được khoan cắt ra khỏi vách đá Pú Huổi Chỏ tạo thành khối đá lớn có trọng lượng trên 15 tấn. Năm 2012, văn bia được di chuyển đến vị trí hiện nay cách vị trí cũ 500m."
Những sự kiện lịch sử quan trọng đã diễn ra tại Đền thờ vua Lê Lợi?,"Năm 1431, sau khi dẹp yên phản tặc vùng Tây Bắc, vua Lê Thái Tổ đã cho tạc khắc vào vách đá bài văn bia ghi nhớ sự kiện này trên đường quay trở về qua địa phận xã Lê Lợi (huyện Nậm Nhùn hiện nay)."
Chi tiết về lễ hội Đền thờ vua Lê Lợi?,"Vào những ngày đầu xuân, UBND huyện tổ chức lễ hội Đền thờ vua Lê Lợi, đây là sự kiện văn hóa quan trọng thể hiện sự tri ân, tôn vinh trước những cống hiến, hy sinh của anh hùng dân tộc Lê Lợi cùng các tướng sĩ, nghĩa quân năm xưa. Đồng thời khơi dậy lòng tự hào, tự tôn dân tộc góp phần giáo dục và phát huy truyền thống yêu nước xây dựng và bảo vệ Tổ quốc."
Đền thờ vua Lê Lợi có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Đền thờ vua Lê Lợi giáo dục tinh thần yêu nước, niềm tự hào về lịch sử dân tộc cho người dân và thế hệ trẻ trên địa bàn. Huyện Nậm Nhùn đặc biệt quan tâm đầu tư bảo vệ, bảo tồn Đền thờ vua Lê Lợi nhằm phát triển du lịch của huyện."
Những ngôi chùa nào ở tỉnh Vĩnh Phúc?,Không có thông tin về chùa nào ở Vĩnh Phúc trong đoạn văn.
Chùa Linh Sơn được xây dựng từ khi nào?,Chùa Linh Sơn được xây dựng từ năm 2019.
Chùa Linh Sơn có kiến trúc gì đặc biệt?,"Chùa Linh Sơn có kiến trúc chữ công chồng diêm mái đao, kết cấu bằng gỗ cổ kính của ngôi chùa miền quê Bắc Việt."
Chùa Linh Sơn thờ ai?,Chùa Linh Sơn thờ mười phương chư Phật cùng chư Bồ Tát.
Chùa Linh Sơn tọa lạc tại vị trí nào?,Chùa Linh Sơn tọa lạc trên đỉnh đồi thuộc phường Tân Phong.
Chùa Linh Ứng tọa lạc tại vị trí nào?,"Chùa Linh Ứng nằm ở độ cao hơn 1.100m so với mực nước biển, cách trung tâm thành phố Lai Châu khoảng 4km, thuộc địa phận bản Lao Tỷ Phùng, xã Nùng Nàng, huyện Tam Đường."
Diện tích của chùa Linh Ứng là bao nhiêu?,Chùa Linh Ứng được đầu tư xây dựng trên diện tích 5ha.
"Chùa Linh Ứng có những gian, tòa nào?","Chùa Linh Ứng có nhiều hạng mục như Cổng Tam quan, nhà Mẫu, nhà Tổ, nhà Tăng, giảng đường và Tam bảo."
