Question,Answer
Đền Bà Hoàng đạt di tích lịch sử cấp nào?,Đền Bà Hoàng được Nhà nước công nhận Di tích lịch sử văn hóa cấp tỉnh. Sự kiện này diễn ra vào ngày 4/11/2008.
Đền Bà Hoàng được công nhận di tích lịch sử cấp tỉnh vào ngày tháng năm nào?,"Đền Bà Hoàng được Nhà nước công nhận Di tích lịch sử văn hóa cấp tỉnh ngày 4/11/2008. Đền thờ Thượng đẳng thần Bà Hoàng Đại Vương A Nùng, một nhân vật nổi tiếng trong lịch sử thế kỷ XI. Bà là người phụ nữ thao lược, tài ba, có công lớn trong thời nhà Lý."
Những câu chuyện liên quan tới Minh Đức Hoàng Hậu A Nùng?,"Minh Đức Hoàng Hậu A Nùng là vợ của Nùng Tồn Phúc, người tự xưng là Chiêu Thánh Hoàng Đế và lập nên nước Trường Sinh vào năm 1038. Bà được phong làm Hoàng hậu và là một người phụ nữ đôn hậu, mạnh mẽ, tài giỏi. Sau khi Nùng Tồn Phúc bị bắt, bà đã nuôi trí trả thù cho con và chiêu tập binh lính, mua sắm vũ khí để đánh lên phía Bắc."
Đền Dẻ Đoóng có tên gọi khác là gì?,"Đền Dẻ Đoóng còn được gọi là đền Giang Động. Đền tọa lạc tại làng Dẻ Đoóng, xã Hồng Việt, huyện Hòa An. Đền thờ thần đá và có thêm chức năng thờ phật, thờ mẫu."
Đền Dẻ Đoóng tọa lạc tại vị trí nào?,"Đền Dẻ Đoóng, còn gọi là đền Giang Động, tọa lạc tại làng Dẻ Đoóng, xã Hồng Việt, huyện Hòa An. Đền thờ thần đá theo tín ngưỡng dân gian của dân tộc Tày, Nùng Cao Bằng. Ngôi đền này là một trong những nơi linh thiêng được người dân địa phương và du khách tôn kính."
Đền Dẻ Đoóng thờ ai?,"Đền Dẻ Đoóng thờ các vị thần thiện, ác, thờ đá thần và tôn vinh văn hóa tín ngưỡng nho giáo ở địa phương. Đền còn thờ thần đá theo quan niệm tín ngưỡng dân gian “vạn vật linh thiêng” của dân tộc Tày, Nùng Cao Bằng. Ngoài ra, đền còn thờ phật và thờ mẫu."
"Đền Dẻ Đoóng có những gian, tòa nào?","Đền Dẻ Đoóng có kiến trúc theo hình chữ “đinh”, gồm ba gian chạy dọc. Gian ngoài cùng còn gọi là gian chính điện, gian đại bái."
Chi tiết về lễ hội đền Dẻ Đoóng?,"Lễ hội đền Dẻ Đoóng được tổ chức vào ngày 15 tháng Giêng âm lịch hằng năm. Lễ hội thu hút đông đảo nhân dân khắp nơi về trẩy hội, cầu phúc, cầu tài, cầu lộc, mong cho mưa thuận, gió hòa, mùa màng tươi tốt. Lễ hội có các hoạt động văn hóa, văn nghệ, thể thao truyền thống dân gian, tưng bừng náo nhiệt ngày xuân."
Những sự kiện lịch sử quan trọng đã diễn ra tại đền Dẻ Đoóng?,"Trong thời kỳ kháng chiến chống Pháp, đền Dẻ Đoóng là nơi hoạt động của Đảng bộ Cao Bằng và các chiến sĩ cách mạng. Ngày 15/6/1945, đền là địa điểm tổ chức mít tinh chào mừng thành lập chính quyền cách mạng của tỉnh. Đền Dẻ Đoóng được xếp hạng Di tích lịch sử văn hóa cấp tỉnh ngày 4/11/2008."
Đền Dẻ Đoóng đạt di tích lịch sử cấp nào?,"Đền Dẻ Đoóng được xếp hạng Di tích lịch sử văn hóa cấp tỉnh vào ngày 4/11/2008. Đền còn được gọi là đền Giang Động, xã Hồng Việt (Hòa An). Đền thờ các vị thần thiện, ác, thờ đá thần và tôn vinh văn hóa tín ngưỡng nho giáo ở địa phương."
Đền Dẻ Đoóng được xếp hạng Di tích lịch sử văn hóa cấp tỉnh vào ngày tháng năm nào?,"Đền Dẻ Đoóng được xếp hạng Di tích lịch sử văn hóa cấp tỉnh ngày 4/11/2008. Đền còn gọi là đền Giang Động, xã Hồng Việt (Hòa An). Đền thờ các vị thần thiện, ác, thờ đá thần và tôn vinh văn hóa tín ngưỡng nho giáo ở địa phương."
Đền Dẻ Đoóng được xây dựng từ vật liệu nào?,"Đền Dẻ Đoóng được xây dựng với tường xây bằng gạch địa phương và mái lợp ngói máng. Trên các bức tường ngăn có trang trí họa tiết mây cuộn rồng bay, hoa lá. Mỗi gian đều có kiểu họa tiết và bố trí theo phong cách riêng."
Đền Hoàng Lục tổ chức lễ hội vào ngày nào?,"Đền Hoàng Lục tổ chức lễ hội vào ngày 28/2 âm lịch hằng năm. Lễ hội được tổ chức tại xã Đình Phong, Trùng Khánh. Nhân dân địa phương và du khách thập phương đến dâng hương, cầu cho cuộc sống ấm no, hạnh phúc."
Đền Hoàng Lục đạt di tích lịch sử cấp nào?,"Đền Hoàng Lục được xếp hạng Di tích lịch sử văn hóa cấp Quốc gia năm 1993. Năm 2004, UBND tỉnh quyết định công nhận đền Hoàng Lục là Di tích lịch sử văn hoá của tỉnh."
Đền Hoàng Lục tọa lạc tại vị trí nào?,"Đền Hoàng Lục còn gọi là đền Lũng Đính, châu Thượng Lang (nay là xã Đình Phong, huyện Trùng Khánh). Đền thờ An Biên tướng quân Hoàng Lục có công lớn đánh tan quân Tống xâm lược từ thời nhà Lý, giữ vững biên cương bờ cõi."
Đền Hoàng Lục thờ ai?,"Đền Hoàng Lục thờ An Biên tướng quân Hoàng Lục. Ông là người có công lớn đánh tan quân Tống xâm lược từ thời nhà Lý, giữ vững biên cương bờ cõi. Ông còn là thủ lĩnh châu Quảng Nguyên, có công lao to lớn đánh tan giặc Tống, gìn giữ quê hương và biên cương nước Đại Việt."
Hoàng Lục là ai?,"Hoàng Lục là một thủ lĩnh, một vị tướng tài dưới thời nhà Lý, thế kỷ thứ 11. Ông sinh ra và lớn lên tại xã Lũng Đính, châu Thượng Lang (nay là xã Đình Phong, huyện Trùng Khánh) trong một gia đình nối đời làm tù trưởng. Ông là thủ lĩnh châu Quảng Nguyên, có công lao to lớn đánh tan giặc Tống, gìn giữ quê hương và biên cương nước Đại Việt."
Những sự kiện lịch sử quan trọng nào đã diễn ra liên quan đến Hoàng Lục?,"Hoàng Lục là một thủ lĩnh và tướng tài dưới triều nhà Lý vào thế kỷ 11. Ông phối hợp với Nùng Trí Cao chủ động đem quân đánh vào đất Tống, gây thiệt hại lớn cho quân Tống trong cuộc kháng chiến chống quân xâm lược nhà Tống lần thứ nhất. Đến năm 1076, trong cuộc xâm lược Đại Việt lần thứ hai của quân Tống, ông đã có công lớn trong việc đánh tan quân Tống xâm lược, giữ vững biên cương bờ cõi."
Đền Kỳ Sầm tọa lạc tại vị trí nào?,"Đền Kỳ Sầm ngự ngay chân núi Khau Sầm, thuộc Bản Ngần, xã Vĩnh Quang (Thành phố). Đền Kỳ Sầm tọa lạc trên một quả đồi thấp, sát chân núi Khau Sầm thuộc thôn Bản Ngần, xã Vĩnh Quang (Thành phố)."
Đền Kỳ Sầm thờ ai?,"Đền Kỳ Sầm thờ Nùng Trí Cao, một danh tướng dưới triều vua Lý Thái Tông. Đền cũng thờ bà Hoàng A Nùng, mẹ của Nùng Trí Cao. Ngoài ra, đền còn thờ Quan lớn Tuần Tranh và Tam tòa Thánh Mẫu."
Đền Kỳ Sầm được xây dựng từ khi nào?,"Đền Kỳ Sầm được dựng từ năm 1053, khi Nùng Trí Cao mất. Đền Kỳ Sầm tọa lạc trên một quả đồi thấp, sát chân núi Khau Sầm thuộc Bản Ngần, xã Vĩnh Quang (Thành phố). Đền thờ nhân vật lịch sử, danh tướng Nùng Trí Cao (1025 - 1053), dưới triều vua Lý Thái Tông."
Đền Kỳ Sầm đã qua bao nhiêu lần tu sửa?,"Dữ liệu cung cấp không đề cập đến số lần tu sửa của Đền Kỳ Sầm. Dữ liệu chỉ nói rằng đền đã trải qua trùng tu, tôn tạo nhiều lần."
"Đền Kỳ Sầm có quy mô như thế nào so với các đền, chùa, miếu khác trong tỉnh?","Đền Kỳ Sầm có quy mô lớn vào bậc nhất trong các loại hình đền, chùa, miếu trên địa bàn tỉnh. Đền Kỳ Sầm tọa lạc trên một quả đồi thấp, sát chân núi Khau Sầm thuộc thôn Bản Ngần, xã Vĩnh Quang. Ngôi đền thờ nhân vật lịch sử, danh tướng Nùng Trí Cao (1025 - 1053), dưới triều vua Lý Thái Tông."
Đền Kỳ Sầm đạt di tích lịch sử cấp nào?,"Đền Kỳ Sầm được công nhận là Di tích Lịch sử Văn hóa cấp Quốc gia theo Quyết định số 325/QĐ-BVHTTDL ngày 26/01/2011. Đền Kỳ Sầm tọa lạc trên một quả đồi thấp, sát chân núi Khau Sầm. Đền thờ nhân vật lịch sử, danh tướng Nùng Trí Cao (1025 - 1053), dưới triều vua Lý Thái Tông."
Nùng Trí Cao được mô tả như thế nào?,"Nùng Trí Cao là một cậu bé khỏe mạnh, đẹp trai, hiếu động và thông minh lạ thường. Ông học giỏi chữ nghĩa và võ nghệ như bẩm sinh. Ông là con của Nùng Tồn Phúc, thủ lĩnh châu Thảng Do và sinh năm 1025."
Những sự kiện lịch sử quan trọng nào liên quan đến Nùng Trí Cao?,"Nùng Trí Cao (1025 - 1053) là một danh tướng dưới triều vua Lý Thái Tông. Ông là con của Nùng Tồn Phúc, thủ lĩnh châu Thảng Do. Đền thờ ông được Nhà nước xếp hạng Di tích lịch sử cấp quốc gia năm 1993."
Đền Quan Triều thờ ai?,"Đền Quan Triều thờ vị tướng tài ba, trung nghĩa Dương Tự Minh. Ông là người có công lớn bảo vệ giang sơn thời nhà Lý. Đền còn thờ công chúa Hồng Liên, vợ của ông."
Đền Quan Triều tọa lạc tại vị trí nào?,"Đền Quan Triều ngự trên địa bàn xã Hưng Ðạo, đối diện với chùa Viên Minh. Đền Quan Triều thuộc xã Xuân Lĩnh, châu Thạch Lâm, nay là làng Đà Quận. Năm 2011, đền được dựng tại vị trí đền Quan Triều cũ."
Đền Quan Triều có kiến trúc gì đặc biệt?,"Từ xa xưa, đền có kiến trúc mặt bằng hình chữ ""Nhị"", bao gồm: nhà bái đường và hậu cung. Phía bên phải đền có một gian thờ nhỏ, thờ công chúa Hồng Liên, vợ của ông. Hiện tại, đền Quan Triều cũ đã mai một theo thời gian, chỉ còn lại dấu tích trên nền móng được xây bằng gạch vồ thời nhà Mạc."
Đền Quan Triều đã qua bao nhiêu lần tu sửa?,"Đền Quan Triều cũ đã mai một theo thời gian, chỉ còn lại dấu tích trên nền móng được xây bằng gạch vồ thời nhà Mạc. Năm 2011, tại vị trí đền Quan Triều cũ, nhân dân dựng một ngôi đền nhỏ bằng kinh phí xã hội hóa."
"Đền Quan Triều có những gian, tòa nào?","Đền Quan Triều có kiến trúc mặt bằng hình chữ ""Nhị"", bao gồm nhà bái đường và hậu cung. Phía bên phải đền có một gian thờ nhỏ, thờ công chúa Hồng Liên, vợ của ông Dương Tự Minh."
Đền Quan Triều đạt di tích lịch sử cấp nào?,Đền Quan Triều được Nhà nước công nhận là Di tích lịch sử văn hóa cấp tỉnh năm 2008.
Những câu chuyện liên quan tới Dương Tự Minh?,"Dương Tự Minh được nhân dân tôn sùng là Đức Thánh Đuổm hay Cao Sơn Quý Minh. Năm 20 tuổi, ông đã tập hợp trai tráng nghĩa khí lập nên đội dân binh, quyết trừng trị bọn phỉ tặc, làng bản trở nên yên bình. Năm Đinh Mùi 1127, vua Lý Nhân Tông cho mời Dương Tự Minh lên triều, ban thưởng nhiều vàng bạc, châu báu và gả công chúa Diên Bình cho ông."
Vị Đức thánh Đuổm được mô tả như thế nào?,"Đức Thánh Đuổm, hay còn gọi là Cao Sơn Quý Minh, là một thủ lĩnh người Tày và là vị quan dưới triều Lý. Ông được giao cai quản phủ Phú Lương xưa, bao gồm các châu nay thuộc các tỉnh Thái Nguyên, Bắc Kạn, Vĩnh Phúc, Phú Thọ, Tuyên Quang, Cao Bằng, Lạng Sơn. Ông cũng là một danh tướng áo chàm nổi tiếng trung quân, ái quốc, thương dân bậc nhất trong lịch sử nước nhà."
Đền vua Lê tổ chức lễ hội vào ngày nào?,Lễ hội Đền vua Lê được tổ chức vào ngày 6 tháng Giêng âm lịch hằng năm. Phần lễ được tiến hành ngay từ đêm ngày mùng 5 tháng Giêng âm lịch. Ngày 13/2 (tức ngày mùng 6 Tết Nguyên đán) cũng diễn ra lễ hội Đền vua Lê.
Đền vua Lê tọa lạc tại vị trí nào?,"Đền vua Lê nằm ở phía Tây Bắc thành phố Cao Bằng, cách thành phố Cao Bằng khoảng hơn 10 km, thuộc làng Đền, xã Hoàng Tung (Hòa An). Đền vua Lê nằm trong quần thể di tích thành Na Lữ. Đền vua Lê cũng nằm tại phường Chiềng Lề, Thành phố Sơn La."
Đền vua Lê thờ ai?,Đền vua Lê thờ vua Lê Thái Tổ. Đền vua Lê ở xã Hoàng Tung (Hòa An) tương truyền thờ vọng thanh kiếm và hoàng bào của nhà vua. Đền vua Lê ở xã Lê Lợi (huyện Nậm Nhùn) là một điểm đến hấp dẫn đối với du khách.
Đền vua Lê đạt di tích lịch sử cấp quốc gia năm nào?,Di tích lịch sử văn bia Quế Lâm Ngự Chế - Đền thờ vua Lê Thái Tông được xếp hạng di tích Quốc gia vào năm 1994. Đền vua Lê được Nhà nước xếp hạng Di tích Lịch sử văn hoá năm 1995. Đền được xếp hạng Di tích lịch sử cấp tỉnh năm 2004.
Những sự kiện lịch sử quan trọng nào đã diễn ra tại Đền vua Lê?,"Đền vua Lê là một địa điểm đã diễn ra nhiều sự kiện quan trọng trước Cách mạng Tháng Tám năm 1945 và trong thời kỳ kháng chiến chống thực dân Pháp. Tại đây đầu năm 1936, đồng chí Hoàng Đình Giong đã chỉ thị thành lập Đoàn Thanh niên phản đế. Năm 1944, đền là nơi họp hội nghị Liên tỉnh Cao - Bắc - Lạng; tháng 9/1945, đền là nơi tập trung tiễn đưa quân đi Nam tiến."
